"SUBJECT","ROUND","SURVEY_DAY","RESPONDER","SEASON","CONSUMPTION_DAY","CONSUMPTION_MONTH","CONSUMPTION_YEAR","WEEK_DAY","EXCEPTION_DAY","CONSUMPTION_TIME_HOUR","CONSUMPTION_TIME_MINUTES","MEAL_NAME","PLACE","FOOD_TYPE","RECIPE_CODE","RECIPE_DESCR","RECIPE_DESCR_ENG","FOODEX2_RECIPE_CODE","FOODEX2_RECIPE_DESCR","AMOUNT_RECIPE","CODE_INGREDIENT","INGREDIENT","INGREDIENT_ENG","FOODEX2_INGR_CODE","FOODEX2_INGR_DESCR","FOOD_AMOUNT_UNPROC","FOOD_AMOUNT_CONS","FOOD_AMOUNT_REPORTED","ENERGY_kcal","WATER_g","PROTEIN_g","A_PROT_g","V_PROT_g","CARBOH_g","SUGAR_g","FIBTG_g","ALCOHOL_g","FAT_g","SAT_FAT_g","MUFA_g","PUFA_g","TFA_g","CHOL_mg","CALC_mg","IRON_mg","ZINC_mg","MG_mg","PHOS_mg","POTA_mg","NA_mg","CU_mg","IOD_mcg","SE_mcg","MN_mg","VITC_mg","THIA_mg","RIBO_mg","NIAC_mg","VITB5_mg","VITB6_mg","FOLDFE_mcg","FOL_mcg","FOLFD_mcg","FOLFRE_mcg","FOLAC_mcg","VITB12_mcg","VITA_RAE_mcg","VITA_RE_mcg","BCAROT_mcg","RETOL_mcg","VITD_mcg","VITE_mg","VITK_mcg","PHY_mg","VERSION"
189,1,1,,,,,,,,,,,,,,,,,,,829031,,"* EGGPLANT,LARGE & SHORT,RAW *BOILED*","A00JD#F28.A07HS$F28.A07GL","Aubergines,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,56.2,56.2,13,,0.6,,,3.2,,,,0.1,,,,,,5,0.13,0.09,,,,,,,,,1.05,0.02,0.02,0.35,,0.04,11,,,,,0,1,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,38.5,38.5,218,,9.9,,,6.2,,,,19,,,,,,35,1.76,1.26,,,,,,,,,0,0.21,0.05,4.42,,0.13,74,,,,,0,0,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,801042,,"* MAIZE FLOUR,WHITE GRAIN,UNREFINED,RAW *BOILED*","A002Q#F20.A07QY$F28.A07GL","Maize flour, HOW=With husks, PROCESS=Boiling",,277.9,277.9,1003,,19.3,,,213.6,,,,10.7,,,,,,19,6.61,4.81,,,,,,,,,0,0.56,0.19,4.75,,0.92,49,,,,,0,0,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,2.3,2.3,1,,0,,,0.2,,,,0,,,,,,1,0,0,,,,,,,,,0.14,0,0,0,,0,0,,,,,0,0,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,19.7,19.7,4,,0.2,,,0.8,,,,0,,,,,,2,0.05,0.03,,,,,,,,,2.13,0.01,0,0.11,,0.01,3,,,,,0,8,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,30002,,"Banana,NdiIzi,ripe & fresh,raw","A0DQM#F10.A166Y$F10.A07XL","Common banana - acuminata cultivars, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Ripe / mature",,77.3,77.3,81,,0.8,,,19.2,,,,0.2,,,,,,9,0.31,0.08,,,,,,,,,9.28,0.03,0.02,0.46,,0.29,15,,,,,0,6,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,7011,,"SOYBEANS,DRIED,ROASTED","A0DCH#F28.A07GY","Soyabeans for consumption (dry), PROCESS=Roasting",,33.2,33.2,156,,11.7,,,11.1,,,,8.4,,,,,,46,1.3,1.04,,,,,,,,,0.73,0.03,0.05,0.47,,0.07,70,,,,,0,0,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,35.8,35.8,138,,0,,,35.8,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
189,1,1,,,,,,,,,,,,,,,,,,,26001,,"SUGARCANE, ALL VARIETIES","A032L","Refined cane sugar",,172.5,172.5,379,,8.6,,,89.7,,,,1,,,,,,14,2.41,0,,,,,,,,,5.17,0,0.02,0.02,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,818032,,"* AMARANTH LEAVES,FRESH,BOILED *BOILED*","A00ML#F10.A166Y$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Boiling",,13.2,13.2,3,,0.3,,,0.5,,,,0,,,,,,28,0.3,0.12,,,,,,,,,3.81,0,0.02,0.07,,0.02,6,,,,,0,17,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,818038,,"* AMARANTH LEAVES,FRESH,BRAISED *BOILED*","A00ML#F28.A07GT$F28.A07GM$F10.A166Y","Amaranth leaves, PROCESS = Stir frying, PROCESS = Stewing, QUALITATIVE-INFO = Fresh",,26.5,26.5,10,,1.1,,,1.7,,,,0.1,,,,,,92,0.99,0.38,,,,,,,,,11,0.01,0.06,0.25,,0.07,23,,,,,0,53,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,818031,,"* AMARANTH LEAVES,FRESH,RAW *BOILED*","A00ML#F10.A166Y$F28.A07HS$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,2.2,2.2,0,,0.1,,,0.1,,,,0,,,,,,5,0.05,0.02,,,,,,,,,0.66,0,0,0.01,,0,1,,,,,0,3,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,806109,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),DRIED,RAW *BOILED*","A012T#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (dry),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,49.3,49.3,165,,11.4,,,29.6,,,,0.6,,,,,,56,1.97,1.61,,,,,,,,,0,0.17,0.08,0.43,,0.08,104,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,829021,,"* EGGPLANT,LARGE & LONG,RAW *BOILED*","A00JD#F28.A07HS$F28.A07GL","Aubergines,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,7.7,7.7,2,,0.1,,,0.4,,,,0,,,,,,1,0.02,0.01,,,,,,,,,0.14,0,0,0.05,,0.01,1,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,829031,,"* EGGPLANT,LARGE & SHORT,RAW *BOILED*","A00JD#F28.A07HS$F28.A07GL","Aubergines,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,55.9,55.9,13,,0.6,,,3.2,,,,0.1,,,,,,5,0.13,0.09,,,,,,,,,1.05,0.02,0.02,0.35,,0.04,10,,,,,0,1,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,8.2,8.2,46,,2.1,,,1.3,,,,4,,,,,,8,0.37,0.27,,,,,,,,,0,0.04,0.01,0.94,,0.03,16,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,801042,,"* MAIZE FLOUR,WHITE GRAIN,UNREFINED,RAW *BOILED*","A002Q#F20.A07QY$F28.A07GL","Maize flour, HOW=With husks, PROCESS=Boiling",,217.7,217.7,786,,15.1,,,167.3,,,,8.4,,,,,,15,5.18,3.77,,,,,,,,,0,0.44,0.15,3.72,,0.72,38,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,0.9,0.9,0,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.06,0,0,0,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,3.1,3.1,1,,0,,,0.3,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.19,0,0,0,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,16.9,16.9,3,,0.1,,,0.7,,,,0,,,,,,2,0.05,0.03,,,,,,,,,1.83,0.01,0,0.09,,0.01,2,,,,,0,7,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,29110,,"AVOCADOS,FRESH,RAW","A01LB","Avocados",,98,98,157,,2,,,8.4,,,,14.4,,,,,,12,0.54,0.63,,,,,,,,,9.8,0.07,0.13,1.71,,0.25,79,,,,,0,7,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,30091,,"JACKFRUIT,RIPE,FRESH,RAW","A01LR#F10.A07XL","Jackfruits, INFO=Ripe / mature",,84.3,84.3,79,,1.2,,,20.2,,,,0.3,,,,,,29,0.51,0.35,,,,,,,,,5.65,0.03,0.09,0.34,,0.09,12,,,,,0,13,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,1009,,"MAIZE GRAIN,WHITE,DRIED,ROASTED","A000T#F10.A0F2R$F28.A07KG$F28.A07GY","Maize grain,  QUAL=White,  PROCESS=Drying (dehydration),  PROCESS=Roasting",,131,131,490,,12.7,,,99.8,,,,6.4,,,,,,9,3.46,2.97,,,,,,,,,0,0.42,0.25,4.39,,0.76,24,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,72.6,72.6,281,,0,,,72.6,,,,0,,,,,,1,0.01,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,725015,,"VEGETABLE OIL,SOYBEAN","A036X","Soya bean oil, refined",,0.2,0.2,2,,0,,,0,,,,0.2,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,725011,,"Vegetable oil, sunflower seed","A037D","Sunflower seed oil, edible",,4.2,4.2,37,,0,,,0,,,,4.2,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
189,1,2,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,0.4,0.4,4,,0,,,0,,,,0.4,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,7,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,103.3,103.3,26,,1.3,,,6,,,,0.1,,,,,,41,0.52,0.21,,,,,,,,,32.13,0.05,0.04,0.23,,0.11,38,,,,,0,5,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,544.1,544.1,1708,,14.1,,,416.8,,,,3.8,,,,,,171,10.34,3.81,,,,,,,,,313.4,1.36,0,6.86,,3.43,137,,,,,0,34,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,32,32,181,,8.2,,,5.2,,,,15.7,,,,,,29,1.46,1.05,,,,,,,,,0,0.17,0.04,3.67,,0.11,61,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,127.5,127.5,470,,9.2,,,100.9,,,,2.3,,,,,,4,1.4,0.91,,,,,,,,,0,0.11,0.06,1.03,,0.2,19,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,0.7,0.7,0,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.05,0,0,0,,0,0,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,14.2,14.2,3,,0.1,,,0.6,,,,0,,,,,,1,0.04,0.02,,,,,,,,,1.53,0.01,0,0.08,,0.01,2,,,,,0,6,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,307.8,307.8,344,,2.9,,,81.9,,,,0.6,,,,,,33,0.55,0.71,,,,,,,,,33.28,0.15,0.09,1.72,,0.18,44,,,,,0,2,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,18013,,"NAKATI,FRESH,STEAMED","A0DMF#F10.A166Y$F28.A07GP","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Steaming",,97.5,97.5,27,,2.8,,,4.6,,,,0.3,,,,,,162,1.48,0.36,,,,,,,,,17.42,0.05,0.13,0.6,,0.18,50,,,,,0,165,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,29052,,"ONIONS,LARGE TYPE,FRESH,RAW","A00HC#F10.A166Y$F28.A07HS","Onions,  QUAL=Fresh,  PROCESS=Raw, no heat treatment",,0,0,0,,0,,,0,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,13.4,13.4,52,,0,,,13.4,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,26001,,"SUGARCANE, ALL VARIETIES","A032L","Refined cane sugar",,202.9,202.9,446,,10.1,,,105.5,,,,1.2,,,,,,16,2.84,0,,,,,,,,,6.09,0,0.02,0.02,,0,0,,,,,0,0,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,4010,,"SWEET POTATO,YELLOW FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F5H","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = Yellow",,47,47,64,,1.2,,,15.1,,,,0,,,,,,21,0.43,0.22,,,,,,,,,1.35,0.05,0.05,0.4,,0.15,7,,,,,0,100,,,,,,,,""
190,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,4.3,4.3,38,,0,,,0,,,,4.3,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,75,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,806109,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),DRIED,RAW *BOILED*","A012T#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (dry),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,26.7,26.7,89,,6.1,,,16,,,,0.3,,,,,,30,1.07,0.87,,,,,,,,,0,0.09,0.05,0.23,,0.05,56,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,806009,,"* BEAN,WHOLE SEED,K20 (PINTO),DRIED,RAW *BOILED*","A012T#F28.A07GL","Borlotti beans (dry), PROCESS=Boiling",,30.9,30.9,107,,6.6,,,19.3,,,,0.4,,,,,,31,1.25,0.63,,,,,,,,,1.36,0.1,0.05,0.22,,0.08,57,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,283.6,283.6,891,,7.4,,,217.3,,,,2,,,,,,89,5.39,1.99,,,,,,,,,163.37,0.71,0,3.57,,1.79,71,,,,,0,18,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,802001,,"* CASSAVA ROOT,FRESH,RAW *BOILED*","A00ZZ#F10.A166Y$F20.A07QR$F28.A07HS$F28.A07GL","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,122.5,122.5,196,,1.7,,,46.6,,,,0.3,,,,,,19,0.32,0.39,,,,,,,,,16.41,0.09,0.06,0.94,,0.1,22,,,,,0,1,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,80.3,80.3,296,,5.8,,,63.6,,,,1.4,,,,,,2,0.88,0.57,,,,,,,,,0,0.07,0.04,0.65,,0.13,12,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,2.9,2.9,1,,0,,,0.3,,,,0,,,,,,1,0.01,0,,,,,,,,,0.18,0,0,0,,0,0,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,3.7,3.7,1,,0,,,0.3,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.23,0,0,0,,0,1,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,15,15,3,,0.1,,,0.6,,,,0,,,,,,1,0.04,0.03,,,,,,,,,1.62,0.01,0,0.08,,0.01,2,,,,,0,6,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,11022,,"BEEF,MEDIUM FAT,FRESH,BOILED","A01QX#F10.A077B$F28.A07GL","Cow, ox or bull fresh meat, INFO=Half fat or medium fat, PROCESS=Boiling",,156.1,156.1,454,,41.2,,,0,,,,30.8,,,,,,14,4.18,9.37,,,,,,,,,0,0.14,0.34,5.81,,0.53,11,,,,,3.86,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,238.9,238.9,267,,2.3,,,63.6,,,,0.5,,,,,,25,0.43,0.55,,,,,,,,,25.82,0.12,0.07,1.34,,0.14,34,,,,,0,2,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,14027,,"FISH,PERCH (TYPE 3),SMOKED,BOILED","A0EYS#F01.A0PGC$F28.A07GL","Smoked fish,  SOURCE=Freshwater perches (generic) (live animals),  PROCESS=Boiling",,114.1,114.1,133,,28.4,,,0,,,,1.3,,,,,,94,1.05,1.3,,,,,,,,,1.59,0.09,0.15,2.11,,0.15,6,,,,,2.25,10,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,42.8,42.8,166,,0,,,42.8,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,13.4,13.4,52,,0,,,13.4,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,26001,,"SUGARCANE, ALL VARIETIES","A032L","Refined cane sugar",,101.5,101.5,223,,5.1,,,52.8,,,,0.6,,,,,,8,1.42,0,,,,,,,,,3.04,0,0.01,0.01,,0,0,,,,,0,0,,,,,,,,""
190,1,2,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,10,10,88,,0,,,0,,,,10,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,173,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,818032,,"* AMARANTH LEAVES,FRESH,BOILED *BOILED*","A00ML#F10.A166Y$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Boiling",,66.1,66.1,14,,1.4,,,2.7,,,,0.1,,,,,,138,1.49,0.58,,,,,,,,,19.03,0.01,0.08,0.35,,0.11,28,,,,,0,87,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,89,89,22,,1.2,,,5.2,,,,0.1,,,,,,36,0.45,0.18,,,,,,,,,27.69,0.04,0.04,0.2,,0.1,33,,,,,0,4,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,802001,,"* CASSAVA ROOT,FRESH,RAW *BOILED*","A00ZZ#F10.A166Y$F20.A07QR$F28.A07HS$F28.A07GL","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,274.5,274.5,439,,3.7,,,104.5,,,,0.8,,,,,,42,0.71,0.88,,,,,,,,,36.76,0.19,0.14,2.11,,0.22,48,,,,,0,2,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,93.2,93.2,344,,6.8,,,73.8,,,,1.7,,,,,,3,1.03,0.66,,,,,,,,,0,0.08,0.05,0.76,,0.15,14,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,829402,,"* NTULA,TYPE 1,FRESH,RAW *BOILED*","A0DMF#F10.A166Y$F28.A07HS$F28.A07GL","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,19.6,19.6,5,,0.2,,,1.1,,,,0,,,,,,2,0.05,0.03,,,,,,,,,0.37,0.01,0.01,0.12,,0.01,4,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,0.9,0.9,0,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.05,0,0,0,,0,0,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,12.7,12.7,2,,0.1,,,0.5,,,,0,,,,,,1,0.03,0.02,,,,,,,,,1.38,0.01,0,0.07,,0.01,2,,,,,0,5,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,1009,,"MAIZE GRAIN,WHITE,DRIED,ROASTED","A000T#F10.A0F2R$F28.A07KG$F28.A07GY","Maize grain,  QUAL=White,  PROCESS=Drying (dehydration),  PROCESS=Roasting",,16,16,60,,1.5,,,12.2,,,,0.8,,,,,,1,0.42,0.36,,,,,,,,,0,0.05,0.03,0.54,,0.09,3,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,26.9,26.9,104,,0,,,26.9,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,3010,,"SWEET POTATO,WHITE FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F2R","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = White",,77.4,77.4,102,,1.8,,,23.7,,,,0.1,,,,,,34,0.68,0.34,,,,,,,,,2.13,0.08,0.07,0.63,,0.23,12,,,,,0,0,,,,,,,,""
191,1,1,,,,,,,,,,,,,,,,,,,725007,,"Vegetable oil,Bidco,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,9.7,9.7,86,,0,,,0,,,,9.7,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,168,,,,,,,,""
